,Phrase,Classe réelle,Classe prédite
19,beaucoup d autr initi vont dan ce sen aujourd hui ,-1,-1
20,l enjeu est d import il s agit de preserv notr protect social de revitalis notr terroir de lutter contr la marginalis de plu fragil d entr nou bref de restaur et de confort le equilibr sociaux ,-1,-1
21,ell se fait ainsi l echo de preoccup d organism qui assur une protect social a base non lucr a plu de million de citoyen europeen ,-1,-1
22,devenu chef du gouvern provisoir de la republiqu francais le gener de gaull en novembr date nomm nom a la tete du conseil d etat ,1,-1
23,nou avon secouru leur frere ,1,-1
24,votr vivez a l heur de boulevers ,-1,-1
25,ce qui est evid ,-1,-1
26,le jour que nou vivon voit se realis une formid esper ,-1,-1
27,le deuxiem point c est l europ ,1,1
28,nou devon regler la question de l acc de pay pauvr aux medica ,-1,-1
29,vou pouvez compter sur cell de la franc ,-1,-1
30,et le siecl et demi qui nou separ de sa mort a poursuivi la construct de la pyramid nom ,-1,-1
31,l europ apport ainsi une contribut majeur a la stabilit du mond ,-1,-1
32,nou reaffirmon notr engag a lutter contr le pratiqu financier abus et ,-1,-1
33,l avenir du mond ne se fera pa san l afriqu ,-1,-1
34,nou avon la capacit pour reussir mai nou avon aussi de faibless que nou devon corrig ,-1,-1
35,parallel la franc souhait resserr se lien privilegi avec le troi pay du maghreb ,-1,-1
36,il se poursuit le presid l a rappel tout a l heur depui la creation du centr nation de profess de sant ,-1,-1
37,le code civil ne doit pa seulement son etonnant longevit a l eleg de son ecritur et a la clart de son plan ,-1,-1
38,il y est toujour parvenu ,-1,-1
39,il ne s agit pa bien entendu de remplac la justic par la mediat ,-1,-1
40,monsieur le presid ,-1,-1
41,comment defendr efficac a l exterieur de no frontier le droit de l homm la diversit culturel le exig de l environn et de la solidarit international en bref une certain ide du mond ,-1,-1
42,je sai que c est aussi la concept que vou vou fait de votr mandat ,-1,-1
43,cett ambit le conservatoir l incarn fort du soutien de parlementair de elu regionaux et departementaux membr de son conseil d administr et de tou ceux qui particip aux conseil de rivag ,-1,-1
44,c est donc a lui que je me sui adress pour donner une impuls nouvel dan le depart du pa de calai a la foi plein d espoir et plein de difficult ,-1,-1
45,en novembr prochain a rome le nation uni feront le bilan de effort de lutt contr la faim et pour la securit alimentair ,-1,-1
46,rien ne sera plu fidel aux tradit de notr pay ni plu util a son avenir ,-1,-1
47,ell ont ete restaure ,-1,-1
48,la langu qui port le racin la memoir l histoir le reper intim de chaqu homm de chaqu femm ,-1,-1
49,curieus d ailleur car s est probabl l un de march le plu difficil et de ce fait il ont un peu neglig le rest du mond ,-1,-1
50,il evoqu aussitot un palmar un pantheon de l experi professionnel ou sont inscrit le nom de artisan et de artist le plu illustr ,-1,-1
51,le etat uni occup une place majeur sur la scene international et sont un partenair naturel de l union europeenn ,-1,-1
52,le francai ont alor decouvert une civilis etonnant ,-1,-1
53,nou nou separam san un sign ,1,-1
54,le premier instrument exist deja ,-1,1
55,ceux qui pensent que baisser le charg c est fair de cadeaux aux entrepris font l enorm erreur de croir que l entrepris ne peut prosper qu aux depen du pay et de se salari ,-1,-1
56,compt tenu de enjeux en caus et de l implic traditionnel de pay europeen sur ce sujet la franc serait favor a ce que l union prenn l initi d une confer international destine a relanc a un niveau politiqu le effort de non prolifer balistiqu ,-1,-1
57,mai bien evidem ce soir c est avant tout a vou tout et a vou tou que je m adress pour vou felicit de ce que vou fait ici chacun a votr place et selon votr vocat et aussi pour vou encourag ,-1,-1
58,humbl leur projet d union douanier et commercial a six d abord ,-1,-1
59,cett cite laborieus populair industrieus a l urbanism boulevers par le desordr de la guerr et le urgenc de la reconstruct est aujourd hui frustre dan son desir de travail et de vivr ensembl ,-1,-1
60,tou le genocid de l histoir et d abord bien sur la shoah ,-1,-1
61,apr la mise en rout de la decentralis et sachant la part que vou y avez prise sachant aussi l import de cett reform pour la vie du pay le moment m a sembl opportun de m adress a vou san dout pour fair le point mai aussi pour vou dire la confianc que j ai en vou pour que nou reussiss ensembl cett grand action ,1,-1
62,necessair parc que notr justic tell qu ell est malgr la compet et le devouement de se magistrat et de se fonctionnair malgr l effort d adapt qu il ont consenti ne repond pa de manier satisfaisant aux attent de francai ,-1,-1
63,alor le risqu est grand de voir se tarir l assist exterieur ,-1,-1
64,l an dernier je recevai a pari le nom ,-1,-1
65,vou avez remarqu qu en gener lorsqu l on veut fair quelqu chose de nouveau on commenc par dire prenon de mesur fiscal en diminu le impot ,1,-1
66,le lagon le ceintur de corail le plage et le massif foresti de deux terr offrent de beaut d une richess inegale ,-1,-1
67,pendant tout ce anne nou n avon cess d encourag le entrepris francais a investir et a s instal dan votr pay pour accompagn la dynamiqu de la reconstruct ,-1,-1
68,et que l on ne compt pa sur moi pour cela ,1,1
69,je ne parl pa de la croissanc international mai sur le plan local ,-1,-1
70,si l on parl du vin de fruit et legum de fleur et de beaucoup d autr produit nou trouvon l allemagn la grand bretagn la holland le danemark qui ne nou comprenn pa ,1,1
71,une communaut fort fort de sa reussit economiqu mai fort aussi de se ideaux de democrati de pluralism de respect de droit de l homm est necessair a la construct de l europ tout entier a laquel il nou faut reflechir ,1,-1
72,a cet egard j ai l intent de demand au gouvern de hater une nouvel definit special pour le aid de la datar ,1,1
73,vou ete egal en train de tirer le meilleur parti du developp de nouvel technolog de l inform ,-1,-1
74,l import de sa popul l etendu de son territoir l abond et la richess de se ressourc naturel la qualit de se homm et de se femm le rayonn de sa cultur la volont d ouvertur de se dirig en font l un de architect du mond de demain ,-1,-1
75,certain sont parti parc qu il se sentaient a l etroit chez nou parc qu il supportai mal certain pesanteur ou certain blocag parc que pensaient il leur chanc etait ailleur ,-1,-1
76,pourtant etrang jamai un presid de la republiqu francais ne s etait encor rendu en visit officiel au liban ,-1,-1
77,ell n ont pa chang ,-1,1
78,on n imagin pa qu une guerr puiss eclat entr no pay ,-1,-1
79,voila pourquoi nou devon poursuivr no effort ,-1,-1
80,cett confianc est essentiel ,-1,-1
81,bien souvent le petit salari le petit retrait ont de revenu trop elev pour avoir droit a la cmu et trop faibl pour qu il puissent s offrir une assur complementair ,-1,-1
82,une forc qu ell ne peut reellement trouver que dan la cohes social ,-1,-1
83,mesdam et messieur ,-1,-1
84,un engag que je sui heureux de poursuivr en etant le premier presid de la republiqu a venir saluer chez eux en terr francais le mahorais et le mahorai ,-1,-1
85,ce combat doit mobilis tou le acteur de la chain alimentair ,-1,-1
86,une vill qui connait aussi de problem comm tout le grand vill problem accentu san dout par de handicap particuli specifiqu ,-1,-1
87,d ou l ide d invit a evian une douzain de pay pour qu il puissent fair entendr meme brievement et c est peut etr plu le princip que le fond qui est import leur point de vue dan la gestion de la planet dan la gestion du mond ,-1,-1
88,,-1,-1
89,le resultat c est le cout tre elev du travail en franc notam du travail non qualifi avec pour consequ un grand nombr d emploi qui auraient pu etr cree et qui ne l ont pa ete ,-1,-1
90,la recherch ne chemin pa avec une logiqu parfait ell est au contrair et c est rassur oeuvr humain avec se intuit se dout se erreur ,-1,-1
91,mai nou avon aussi evoqu lor de notr entretien le grand problem du mond notam ceux de l afriqu et bien sur ceux du proch orient ,-1,-1
92,c est pourquoi spontan et lorsqu rien ne vient de l exterieur pour s y oppos nou nou entendon bien nou nou aimon bien ,-1,-1
93,la franc est ainsi devenu selon le statistiqu le troisiem ou le deuxiem investisseur etrang au portug ,-1,-1
94,l enjeu est clair si dan le nouveaux media notr langu no programm no creation ne sont pa fortement present le jeun gener de no pay seront economiqu et culturel marginalise ,-1,-1
95,tell est la mission de l unesco ,-1,-1
96,c est une decept silencieus mai parfoi profond ,-1,-1
97,enfin nou avon sensibl augment notr particip aux agenc multilateral d aid et nou avon fait lor de sommet industrialis qui ont lieu chaqu anne de proposit precis pour engag une action de lutt contr la famin et la secheress en afriqu ,1,-1
98,il a un role import a jouer dan le concert de nation ,-1,-1
99,n oubliez pa le devoir qu ell impliqu ,-1,-1
100,cela demand aussi beaucoup de dialogu ,-1,-1
101,mai au dela de tout ce promess la diffus de biotechnolog nou place dan une situat radical inedit dont nou devon absolu mesur le enjeux ,-1,-1
102,le realit regional devront etr mieux prise en compt ,-1,-1
103,en regard la situat du mond et cell de votr region je mesur combien cett vision du nom etait premonitoir combien une foi encor il tracait le chemin a suivr ,-1,-1
104,nou ne pouvon abord le xxiem siecl avec de vieux reflex ,-1,-1
105,pour cela il faut avoir conscienc d une realit d un princip qui est fondament c est qu il doit toujour etr plu favor et donc je dirai plu rentabl de travail que d etr inactif ,-1,-1
106,plu rien ne pourrait empech un nouvel ordr intern de s edifi un ordr fond sur le respect de homm et du droit sur la libert la justic et la democrati un ordr dont la chart de nation uni demeur aujourd hui encor le symbol et le garant ,-1,-1
107,un moment d histoir ou comm dan quelqu semain a copenhagu l europ se retrouv enfin pour petit a petit ne plu fair qu une un moment aussi ou l europ et l ameriqu du nord affir leur valeur commun et le caracter indivis de leur securit ,-1,-1
108,le question d endett sont aujourd hui plu complex a regler ,-1,-1
109,ce defi sont nombreux ,-1,-1
110,ell doit impos cett ide simpl nou vivon et nou vivron mieux au sein d une europ fort et uni que san ell ,-1,-1
111,le politiqu agricol ont tout leur legitimit ,-1,-1
112,ell est l honneur de cheminot en meme temp que la seul facon pour la sncf d etr a la hauteur de engag qu ell a souscrit enver sa clientel et de la confianc que lui font le francai depui de decenni ,-1,-1
113,le jeudi avril date alor que vou vou appretiez a dispers la coloni en raison de menac de plu en plu lourd qui pesaient sur ell le homm de barbi ont surgi et la je vou laiss la parol il est huit ou neuf heur du matin ,1,-1
114,la francophoni ne saurait mener seul ce combat qui n est pa le combat de la seul francophoni ,-1,-1
115,ell revendiqu parfoi haut et fort ce qu il lui arrivait d oublier ou d occult naguer se coutum se identit se langu ,-1,-1
116,mai cett societ cett form de civilis a le droit de se defendr ,1,-1
117,l europ de constitu le cadr naturel de notr action commun ,-1,-1
118,ell port sur le pass avec la mise en valeur de l exceptionnel patrimoin archeologiqu de votr royaum ,-1,-1
119,ell aborderait dan de meilleur en particuli la reform de regim de retrait ,-1,-1
120,pour y defendr une vision genereus de l homm ,-1,-1
121,a un moment ou certain essaient de fair de la mediterrane un foss alor que cett mer doit vou l avez dit monsieur le presid nou unir plu qu ell ne nou separ ou mieux qu en tunisi pui je rappel tout l ambit qui est aussi la votr je le sai du dialogu euro mediterraneen qu enfin nou allon construir pour une larg part a votr initi ,-1,-1
122,cela suppos aussi que l etat et le collectivit territorial puissent s engag dan la dure en offrant aux associ un cadr financi suffisam stabl pour garantir la perennit de leur action ,-1,-1
123,j ai fait quatr part cela c est fait comm ca ce n est pa un plan preconcu ,1,1
124,l action humanitair a demontr son efficacit ,-1,-1
125,cett voie du dialogu est la seul adapte je pens a la complexit du mond modern ,-1,-1
126,pour rester efficac demain la commiss devra cepend etr plu resserre ,-1,-1
127,conjuguon no effort pour que date soit l anne de la signatur du trait d interdict complet et definit de essai sur la base de cett option zero que la franc et le etat uni ont ete le premier a propos ,-1,-1
128,c est l un d entr vou nom qui a ecrit que chaqu stade de l evolut humain a fait perdr a l homm une capacit pour lui donner en echang un pouvoir ,1,-1
129,ce doit etr le ca lorsqu le princip de precaut est mi en oeuvr c est a dire chaqu foi qu il faut trancher entr de interet immediat et de risqu potentiel mai difficil a apprehend avec certitud ,-1,-1
130,quant a la baiss de l impot sur le revenu ell permettra aux francai de mieux profit de fruit de leur travail de consomm d epargn d etr mieux recompens de leur effort ,-1,-1
131,jusqu aux campagn de la revolut francais et de l empir qui allaient boulevers l europ et aussi notr relat ,-1,-1
132,que soufflent le vent porteur du dialogu social et de libert local ,-1,-1
133,pour cela nou avon besoin d intensifi no cooper ,-1,-1
134,notr rendez vou est desormai traditionnel puisqu c est la troisiem foi que nou nou retrouvon mai c est la premier foi que j ai le plaisir d y accueillir le nom dan se nouvel fonction de presid de l union national de associ familial et cela m est particulier agreabl ,-1,-1
135,l europ de la defens a beaucoup progress au cour de ce dernier moi avec de premier oper en afriqu et en macedoin ,-1,-1
136,faison front commun contr le terrorism ,-1,-1
137,en ne se limit pa a son contenu historiqu la separ de eglis et de l etat mai en lui redonn son sen verit qui est celui de la cohes de la nation francais ,-1,-1
138,et pui il y a de problem de fond car si l on en est la ce n est pa par hasard ,1,1
139,ainsi vou avez examin le politiqu de traitement et de prevent de la toxicomani ,-1,-1
140,le chomag recul ,-1,-1
141,vou demandez aux pouvoir public de vou fair confianc ,-1,-1
142,le mond se felicit de l engag de dirig africain en faveur de princip qui fondent la tranquillit et la prosperit de peupl democrati bonn gestion de affair publiqu ouvertur economiqu respect de souverainet ,-1,-1
143,nou devon fair de l outr mer une richess pour lui meme pour la franc pour l europ et nou devon fair de la franc et de l europ une chanc pour l outr mer ,-1,-1
144,son produit nation brut egal celui de l ensembl nord americain etat uni et canada confondu ,-1,-1
145,la contraint accepte pour prepar l avenir ,-1,-1
146,nou seron d autant plu actif aux cote de la tunisi ami que nou mesuron bien l import historiqu de cett decis ,-1,-1
147,il est tre difficil a cet age de retrouv un emploi apr un licenci ,-1,-1
148,mai nou devon aussi aider no peupl a mieux se connaitr ,-1,-1
149,nou combatton le terrorism par le arm ,-1,-1
150,messieur le deput ,-1,-1
151,c est desormai notr feuill de rout ,-1,-1
152,et je souhait soulign qu une trentain de societ francais sont implante dan votr region et s y developp avec succ ,-1,-1
153,enfin vou le savez franc core date se tient au moment ou pour la e foi le chef d etat et de gouvern de l asi et de l europ se reuniss ensembl a seoul ,-1,-1
154,la communaut hospitalier est en mouvement c est vrai ,-1,-1
155,la franc est fier de pouvoir fair connaitr votr cultur si ancienn si rich ,-1,-1
156,je me felicit de decis qui ont ete prise et je demand au gouvern de poursuivr activ resolu dan cett voie car beaucoup rest a fair et le effet sont long a se fair sentir sur le terrain ,-1,-1
157,vou savez le entrepris francais ont largement vote en faveur de votr pay et pour l illustr je ne citerai que deux chiffr ,-1,-1
158,je me rejoui que ce soit chose fait ,-1,-1
159,c est pour cela que fut cree le commissariat gener au plan qui recut pour mission de fixer le priorit de mobilis le moyen et d accroitr la productivit de l economi francais ,-1,-1
160,parc que le japon et la franc incarn et defend chacun a sa manier une haut ide de l homm de sa dignit de sa place dan la societ et de la paix entr le nation ,-1,-1
161,athen ou vont converg au meme moment de emissair du mond entier porteur du messag de valeur symboliqu de l olympism un messag de paix un messag de fraternit un messag d ouvertur aux autr et de respect de differ ,-1,-1
162,mai il revient a l etat de creer lorsqu c est necessair le condit du succ ,-1,-1
163,aujourd hui ce acqui sont menac ,-1,-1
164,la tach ne sera pa aise ni accompli en un jour ,-1,-1
165,sachon saisir avec tout la prudenc necessair bien sur l occas d un renforc durabl de la maison franc dan une zone qui redeviendra demain l un de principaux pole de croissanc de la planet ,-1,-1
166,le disparit social se sont aggrave ,-1,-1
167,mai il y a aussi de montag juridiqu volontair complex qui permett a ceux qui ont gravement pollu l environn de tenir en echec le princip de la responsabilit ecologiqu ,-1,-1
168,au sortir de la guerr ceux de nuremberg et de tokyo ont pour la premier foi condamn le fauteur de guerr et le criminel contr l humanit ,-1,-1
169,je croi que nou somm tout a fait aux limit ,-1,1
170,une demarch mondial enfin ,-1,-1
171,a dire vrai en venant ici j etai un peu inquiet ,-1,-1
172,il appartenai aux gener qui s etaient affronte de date premier guerr mondial et qui avaient aux noir anne de date date deuxiem guerr mondial defendu une certain ide de la libert de nation de la democrati de l independ national ,1,-1
173,dan la franc de demain democrati local et dialogu social iront de pair ,-1,-1
174,pourtant malgr la forc de cet acqui republicain et comm l ont notam montr le travaux de la commiss preside par nom commiss a laquel je veux a nouveau rendr un hommag tout particuli l applic du princip de laicit dan notr societ est aujourd hui en debat ,-1,-1
175,appel aux gouvern de pay donateur du mond entier pour qu il fassent preuv malgr le difficult budgetair de plu de generosit ,-1,-1
176,temoin de leur histoir il incarn leur revolt contr le absurdit du temp leur quet d un mond meilleur ,-1,-1
177,ici a dresd je veux m adress au nom de la franc et de la presid de l union europeenn aux peupl qui souhait nou rejoindr ,-1,-1
178,on dira c est un discour c est un prech mai cela c est de la matier politiqu vivant cela se pass mainten pendant que nou somm la et je fai confianc a la qualit de homm et de peupl dont l histoir est si rich et dont nou tenon une si larg part de notr vraie cultur ,1,1
179,le depart d outr mer seront non seulement francai a part entier mai pleinement europeen tout en ayant la garanti du respect de leur personnalit propr ,-1,-1
180,distinct qui sont a l oppos meme qui sont la negat meme de l ide de democrati et surtout de l ide de republiqu ,-1,-1
181,ensembl l ind et la franc peuvent contribu a construir un mond plu harmonieux ,-1,-1
182,et notr relat est d abord une relat entr le homm ,-1,-1
183,et l homm impressionn que sa haut silhouett orgueilleus rendait lointain devient tout proch ,-1,-1
184,parmi eux dix sont tre grievement atteint ,-1,-1
185,j ai souhait qu un nouveau dispositif le volontariat civil intern lui succed ,-1,-1
186,en uniss vo energi et vo intellig vou reussissez a sauver toujour plu de vie humain ,-1,-1
187,vou le savez l insert repos sur le troi pilier que sont la sant le logement et l activit ,-1,-1
188,nou partageon avec lui le valeur le princip et le exig de la libert ,-1,-1
189,de nombreux francai lui apport spontan leur don en argent ou en terrain ,-1,-1
190,depui sa creation en date l agenc de cooper culturel et techniqu a mi en oeuvr de programm d aid aux pay francophon du sud ,-1,-1
191,le public ne s y est pa tromp et l extraordinair echo que rencontr la public de vo entretien avec nom en dit tre long sur le sentiment de fidelit et de fiert qui rassembl le francai autour de la memoir du nom ,-1,-1
192,nou ne pouvon nou resign au chomag de longu dure au sou emploi de jeun ,1,-1
193,il est vrai que l experi jesuit avait suscit au xviiie siecl le debat et la passion chez le philosoph francai ,-1,-1
194,on peut ne pa aimer sa politiqu on ne peut refus a l homm le egard qu il prodigu ,1,1
195,tenter ,-1,1
196,mai au moment ou l on parvenait a la conclus de ce accord desir par la plupart de pay du mond non pa pour le cinema mai pour l ensembl de marchandis et de echang commerciaux une curieus confus s est etabli qui considerait que cet art majeur faisait parti du petit commerc ,1,-1
197,l associ comm libert et comm realit est aujourd hui consubstantiel a la vision que nou avon de la republiqu ,-1,-1
198,il doivent etr preserv ,-1,-1
199,de ce fait que je rappel ici par souci de clart nou ne tiron pa gloir ,1,-1
200,voila quelqu domain parmi de nombreux autr dan lesquel le entrepris francais benefici d une solid experi et d une bonn reput ,-1,-1
201,qu il s agiss aussi de votr rayonn intellectuel et culturel et la franc entend bien resserr se lien universitair avec le liban ,-1,-1
202,je sui contr le protectionnism moi aussi mai a la condit d avoir prevu un ordr du jour de savoir de quell question on allait parler ,1,1
203,merci de la visit que vou avez bien voulu me rendr a laquel je sui sensibl traditionnel mai cordial ,-1,-1
204,notr attitud a cet egard s inspir de la volont de rapproch toujour davantag la situat de no compatriot expatri de cell de francai vivant en franc ,-1,-1
205,pour tou la sensat d un moment de passag entr un siecl et un autr entr hier et demain entr le pass et l avenir ,-1,-1
206,ell serait contrair au princip meme de l evolut qui est le propr de l humain et plu general du vivant ,-1,1
207,ell exig un style de command modern respectueux de regl fondamental de la disciplin et de la disponibilit mai fond sur l exempl ,-1,-1
208,en tou le ca je vou demand de transmettr a cett equip me sentiment d estim et d amiti ,-1,-1
209,ce sont de projet qui impliqu le travaux public et le batiment ,-1,-1
210,mai ca c est la premier condit il ne faut pa que le guichet se ferment ,1,1
211,ell offriront un nouveau depart aux famil le plu en difficult ,-1,-1
212,le nation uni sou l excellent presid de nom que je salu ici le transformeront en un plan d action ,-1,-1
213,troisiem exig dan cett recherch d une voie nouvel rendr la croissanc plu rich en emploi et en emploi de qualit ,-1,-1
214,en tenant compt dan chaqu ca particuli de contraint de l activit economiqu ,-1,-1
215,seul un partenariat verit fond sur une estim et une confianc mutuel peut assur la stabilit et l harmoni du mond de demain dont l europ et l asi seront de pole majeur ,-1,-1
216,au moment ou la pression sur le ressourc devient intoler pour notr terr il est urgent de maitris no model economiqu qui sont devenu trop predateur ,-1,-1
217,ell refus aujourd hui la tentat de l amalgam ,-1,-1
218,il ont fredonn le succ universel de la variet populair suedois ,-1,-1
219,un champion ne se fait jamai seul ,-1,-1
220,il import d abord de restaur le pouvoir budgetair du parlement ,-1,-1
221,vou pratiquez quotidienn le debat democratiqu le accent de vo debat sont parvenu jusqu a moi ,1,-1
222,et je rest attentif a la situat de ceux qui ont ete bless lor d oper de polic ou de maintien de l ordr et qui portent la marqu de epreuv physiqu et moral qu il ont vecu ,-1,-1
223,le condit de cett paix combien de foi le avon nou reaffirme ,-1,-1
224,pour conduir ce changement le role de l etat rest essentiel ,-1,-1
225,cela aurait un grand retentiss cela sensibiliserait l opinion publiqu cela mobiliserait peut etr plu encor la communaut international ,1,1
226,et aussi pour assur la cohes de la nation donner un nouvel elan a la politiqu d integr lutter contr la marginalis de plu fragil d entr le francai ,-1,-1
227,enfin nou voulon que l europ fass entendr sa voix sur la scene international ,-1,-1
228,je salu votr volont de batisseur ,-1,-1
229,vou ete la franc en grand car vo terr d origin donnent a l hexagon sa dimens mondial et a l europ se nouvel frontier ,-1,-1
230,je vai vou dire tout l import que j attach au dynamism le presid en a parl a l instant a l esprit d initi que vou incarnez et dont vou ete porteur ,-1,-1
231,l espoir parc que la communaut international modifi son regard sur le pay le plu pauvr ,-1,-1
232,c est en ayant a l esprit ce messag que j ai choisi de visit demain le site de construct de fuse de samara ,-1,-1
233,monsieur le presid ,-1,-1
234,dan un premier temp une demarch volontair de professionnel doit etr encourage ,-1,-1
235,le colon avid de main d oeuvr purent ainsi reconstitu la forc de travail qu il ne trouvaient plu sur place ,-1,-1
236,sur le plan culturel notr relat aussi s est fortement ameliore notam en ce qui concern l enseign du francai ,-1,-1
237,ici monsieur le presid vou avez le francai beaucoup de cell et de ceux qui depui longtemp ou plu recem dan tou le domain de l economi dan tou ceux de metier de la cooper de religieux il ne faut jamai fair de list parc qu on en oubli sont la au servic de votr pay et au servic du notr ,-1,-1
238,mai c est aux partenair sociaux de trouver un equilibr de progr entr le aspir de salari et le besoin de leur entrepris ,-1,-1
239,confianc dan notr capacit a instal une croissanc durabl et rich en emploi respectueus du model social europeen ,-1,-1
240,le reaction suscite par l annonc de l achev de no essai nucleair montrent s il en etait besoin l import de votr mission dan le domain de la commun ,-1,-1
241,et le plan doit etr l un de ce lieux privilegi ,-1,-1
242,vou occupez ainsi une place tout particulier dan la confianc publiqu ,-1,-1
243,et j ajout aujourd hui preparon nou san tarder preparon nou ensembl ,-1,-1
244,vou souhaitez evidem arrim index votr avenir sur cett zone de croissanc d echang et de stabilit ,-1,-1
245,je veux que l action politiqu s attach a repondr a vo besoin fondamentaux qu ell garantiss la securit et la solidarit ,-1,-1
246,c est grace a vou deux que la nouvel caledoni a pu retrouv ce desir de vivr ensembl dan la paix cett volont partage cett recherch inlass du consensu ,-1,-1
247,nou somm dan une autr psychologi qui est cell de partenariat mutuel respons s appuy au servic d un bien commun et d une meme ide de l homm ,-1,-1
248,c est ce que je souhait je sui sur que nou y arriveron et je vou en remerci ,-1,-1
249,ell n est pa la seul a servir d exempl bien au dela de no frontier ,1,1
250,a ma demand la commiss s est engage au sommet de copenhagu a propos un text dan la perspect du conseil europeen de mar prochain ,-1,-1
251,conduison ensembl une democrati apaise tolerant une democrati respecte une democrati de dialogu et de confianc ,-1,-1
252,il devienn de interlocuteur a part entier de autorit de sant publiqu ,-1,-1
253,mai la notr s accroit je veux dire par la que la franc est plu present qu ell ne l etait encor lor de period de croissanc ou d abond que nou avon connu je continuerai parc que ma convict la plu profond est que c est un devoir que de particip fortement en mesur l effort avec sagess mai toujour en l amplifi pour que le peupl du tier mond puissent acced a la maitris de ce que contient leur sol de ce que permett leur cultur c est a dire de l ensembl de virtualit qui forment le lien entr la civilis d hier et cell de demain ,1,-1
254,tel sont je croi le cle et le enjeux d une reussit universitair ,-1,-1
255,mai ell constitu aussi un imperatif d interet nation ,-1,-1
256,c est tou ensembl que nou construiron la societ de demain cell que nou destinon a no enfant ,-1,-1
257,il tailler l un de plu vast empir de l histoir ,-1,1
258,nou en avon eu un avant gout grace a l imag que vou nou avez projete tout a l heur ,-1,-1
259,c est desormai chose fait pour le conseil de l europ ,-1,-1
260,ici nom jeta sur le fleuv l un de se ouvrag le plu audacieux ,-1,-1
261,le libanai n en manquent pa ,-1,-1
262,agir dan le mond mesdam et messieur le ambassadeur c est contribu au reglement de conflit ,-1,-1
263,encourag par cett amiti no savant vont decouvrir votr pay ,-1,-1
264,ou meme qui profit de la delinqu de enfant ,-1,-1
265,vou en assurez aujourd hui avec un tre grand talent si j en croi vo collegu la presid ,-1,-1
266,le voyag que j ai fait ce matin de calai a dunkerqu pui jusqu a l agglomer lillois m a permi de constat combien le tradit industriel du nord pa de calai rest une realit vivant ,1,-1
267,la franc observ avec une extrem attent l evolut de ce grand pay dont ell recevra au cour de prochain moi de tre haut dirig ,-1,-1
268,monsieur le presid du bundestag nom monsieur le nom mesdam messieur le parlementair ,-1,-1
269,vou ne pourrez obtenir une reconnaiss international que si un travail prealabl de reglement est mene a bien pour proteg le recif ,-1,-1
270,eh bien monsieur le presid ce jour est venu ,-1,-1
271,mesdam et messieur ,-1,-1
272,le dynamism de tou ce pay profitera demain a l afriqu tout entier ,-1,-1
273,terr d ide et de princip la franc est une terr ouvert accueillant et genereus ,-1,-1
274,d abord affirm la gouvern economiqu de l europ ,-1,-1
275,le deuxiem port avion a ete decid le choix de la propuls classiqu vient d etr fait ,-1,-1
276,il lui revient aussi d organis la competit economiqu de manier a ce qu ell profit a tou du consommateur au salari ,-1,-1
277,c est la raison pour laquel il est parfait legitim de defendr en europ no specificit national notr langu notr concept de la diversit culturel ou du servic public notr agricultur no depart d outr mer ,-1,-1
