,Phrase,Classe réelle,Classe prédite
100,melvin udal is a heartless man he spend hi day insid of hi spaciou manhattan apart write romanc novel it also seem that melvin will never chang one day he dine ar hi favorit restaur and is a littl too mean to hi normal waitress the onli waittress that will serv him carol play to perfect by a love and sexi helen hunt she threaten not to serv him if he doesn t shut up about her asthmat son he doe shut up to make matter consider wors melvin ha obsess compuls disord one day hi gay artist neighbor simon greg kinear of talk soup fame in an oscar worthi role s dog threaten to dismiss himself at melvon s door the dog meet the garbag chute soon simon is sadli beaten by thiev burglar and ray cuba good jr simon s agent take the dog verdel to melvin so that melvin can dogsit him and through the dog and a rather heartwrench car trip that involv simon carol and himself melvin learn to emerg from hi cantaker shell jack nicholson give yet anoth oscar calib perform as the film s cynic lead and is back at work not play a goofi u s presid or a comic book villian but instead play jack nicjolson and play him full forc all of thi add up to thi year s funniest comedi a creativ witti and scath film from jame l brook and brook get award worthi perform from the entir cast a winner in everi aspect and a truli delici slice of cyncial life ,1,1
101,bruce lee wa a bigger than life martial artist and actor bruce s uniqu charact i e self produc sound effect etc and seemingli perfect martial art and physiqu were all well portray by the actor jame lee the stori is told from hi wife linda s point of view where she put a lot of famili and practic side of bruce lee s life howev you can t help but like whenev the fight scene are on what he can doe with hi bodi and that familiar bruce attitud and charact i also like the littl bit of insight scene about bruce lee s life befor he becam famou scene like bruce practic pronunci of english it seem as if he wa no better than anybodi els scene like bruce deliv chines food as a deliveri boy rid a bike through the american colleg look at the all white student cheerlead and athlet it seem he too wish for the american dream and hope in conclus the movi wa well made it produc a realiz of who bruce lee wa and actor jame lee wa so much like bruce you have to remind yourself that he is just an actor and the fight scene were all excel so go see it and enjoy the movi p s if you have seen the movi unforgiven by clint eastwood then the feel left after dragon wa veri much like the feel you got after the unforgiven ,1,1
102,susan granger s review of mulholland drive univers focu whatev david lynch is sell i m not buy from the writer director of blue velvet and twin peak come anoth dark mysteri thriller that open with an automobil accid on mulholland drive the serpentin street that twist high in the hollywood hill daze a beauti brunett laura elena har emerg and stumbl down a hill slip unobserv into a s style apart as the tenant leav for a trip the next morn a dewi blond naomi watt from deep river ontario arriv in la with dream of stardom in her suitcas her aunt own the apart and the two women meet the brunett ha amnesia so the blond tri to help her discov her ident along with her latent lesbian lust meanwhil a hotshot director justin theroux whose wife is in bed with the poolman is forc to cast a certain actress in hi new film and there s an assassin mark pellegrino roam the citi the tortuou path of these variou charact and other name cooki coco and cowboy intersect at variou point but the plot remain elus becaus midway through the stori lynch ha the brunett and blond play two differ women in an altern realiti leav a huge wad of cash a blue metal key a paralyz mogul and a lot of question that go unansw elena har and particularli naomi watt are gift actress effect make the subtl switch the same can not be said for former m g m dancer ann miller who s stiff and self consciou speak like most lynch player in staccato tone on the granger movi gaug of to mulholland drive is a frenzi frustrat origin design as an episod tv pilot thi surreal triumph of suspens style over substanc is packag as a puzzl with sever of the key piec left out ,0,1
103,tree loung is the director debut from one of my favorit actor steve buscemi he gave memor perform in in the soup fargo and reservoir dog now he tri hi hand at write direct and act all in the same flick the movi start out aw slow with tommi buscemi hang around a local bar the tree loung and him pester hi brother it s obviou he a loser but as he say it s better i m a loser and know i am then be a loser and not think i am well put the stori start to take off when hi uncl die and tommi not have a job decid to drive an ice cream truck well the movi start to pick up with him find a love interest in a year old girl name debbi chloe sevigni and i like thi movi alot even though it did not reach my expect after you ve seen him in fargo and reservoir dog you know he is capabl of a better perform i think hi brother michael did an excel job for hi debut perform mr buscemi is off to a good career as a director ,1,0
104,ladybug is a typic comedi that reli on three suppos guarante the pathet team who beat the champ cross dress and the presenc of rodney dangerfield thi pictur doesn t play like a comedi for children so who is it aim at and whi is it told like a minut sit com instead of a featur film rodney dangerfield star as chester lee a total schmuck work at a huge corpor he obvious doesn t have a lot of self esteem and think he ha to kiss up to get ahead which he doe by volunt to coach the compani s girl soccer team what a shock to learn chester and hi assist juli jacke know absolut noth about the game and the player seem to know even less i didn t laugh but for some reason it didn t annoy me that much chester s fiance bess graff think he got a promot in addit to the coach posit and of cours she ha a slacker for a son who is do poorli in school and is kick off the sport team jonathon brandi is a nice surpris as matthew who agre to dress up as a girl name martha to help out chester probabl becaus the girl he ha a crush on play on the team what origin stori idea what we get is just anoth retread of the underdog sport team mix with some cross dress unfortun the film isn t smart enough to play upon the drag aspect in fact it downplay it so heavili it s total unbeliev could it be ani more obviou martha is a boy he onli wear a girl s wig without ani makeup and they don t even give him falsi brandi doesn t bother to mimic a girl s voic either then there is a pointless scene where chester and matthew shop for a dress but for what reason martha is onli seen on the soccer field whi would they buy a dress for her just when we think the martha charact is go to be use she disappear and the stori wander aimlessli look for a new plot to pick up on when bess discov what s realli go on she break up with chester and the relationship is forgotten about and the film focus on the soccer team and the tension between chester and hi boss thi film could ve been less bad had it been the clich sport comedi but it feel the need to go off on tangent that are complet unnecessari and bad at that there s just too much of a sit com feel here especi dure the so call seriou moment and all the confus between the charact i ve seen wors movi than ladybug but for some reason it contain some sort of bizarr charm so even when it turn sour it doesn t seem as bad as it is dangerfield final get hi respect in the end but at what a price ,0,0
105,star ben stiller elizabeth hurley maria bello janean garofalo screenplay by david veloz base on the novel by jerri stahl direct by david veloz perman midnight is a pretti bad movi though it took me a few day to conclud thi the film is more masturbatori than bleak with it main charact intent on confound us with hi stupid he ha a a week drug habit ultim as adapt by veloz jerri stahl come off as one of those playground braggart who chainsmok at the age of twelv you are less mystifi by hi self destruct natur than bore into a stupor yourself ben stiller play stahl a young author who arriv in l a with ambit and a nasti drug habit he eventu get a gig for week write for a sitcom call mr chomper a thinli veil stand in for alf chomper look just like alf except he s blue marri a produc hurley so she can get a green card and hook up with a spanish mother liz torr who shoot heroin with him in the afternoon insert proverbi downward spiral here perman midnight is structur mostli as a flashback with recov addict bello meet stiller at a fastfood restaur where stiller work the drive thru as part of rehab take him back to a hotel and between bout of seriou screw listen to hi life stori i ve spent the last week tri to figur out whi stiller never seem to find the frighteningli gorgeou hurley attract wors i ve been tri to figur out whi hurley did find stiller attract as stahl stiller display none of the charm or wit one would expect post there s someth about mari of either the actor or a comedi writer what separ stahl from the hundr of other hollywood punk junki it seem is that stahl wrote a book about hi idioci watch stahl shoot heroin next to a babi watch stahl spoil numer pitch meet with smack fuel babbl stiller give a technic flawless perform the film could doubl as a documentari on how to be a junki but perman midnight is mostli soulless when the movi pose the question will stahl be save and then answer it in the form of bello s charact basic a shrink in black panti could a person care less in the film version of hi autobiographi of the same name stahl doesn t need save he need someon who will sit there and listen to him go on about himself if you learn anyth about the other charact in thi movi it s that they are the most incred toler hollywood type known to man stahl also seem to be the onli person at schmooz parti do drug is thi hollywood california i learn veri littl about the entertain busi from perman midnight and a whole lot about an egotist lunkhead of cours you know that stahl triumph becaus he live to talk about hi problem so basic hi drug habit got him a book deal a movi base on hi life and now he s appar collabor with stiller on futur project so much for the moral of that stori temporari midnight is more like it bill chamber septemb ,0,0
106,the sheer horrif audac of the nazi plan to extermin the jew of europ is almost incomprehens peopl may make documentari about it for anoth hundr year and still not understand the organ method hatr five concentr camp survivor from the last day of world war ii tell their stori in the last day the first documentari from steven spielberg s survivor of the shoah visual histori foundat the five interviewe are link by their hungarian ancestri as the introduct explain even as germani start to lose the war the nazi step up their extermin of the jew in europ in hungari had the last big popul of jew within germani s reach and they becam the last target of hitler s final solut each of the five tell hi or her stori their stori are intercut chronolog start from normal life in pre war hungari they recal the nazi invas of hungari be sent to work camp and their realiz that they were actual in death camp they recal their horribl precari live in auschwitz and buchenwald the death of their famili and friend their loss of hope each recal hi or her unfathom eventu liber and final the last day show their cathart pain modern day return to their old home and the camp needless to say their stori are horrifi amaz and emot drain by themselv the stori would be forc testament but by cut them in parallel their impact is multipli by five the last day is a talk head style documentari it s mostli pictur of peopl tell their stori intercut with period photograph and newsreel footag in thi kind of movi it s almost imposs to get archiv pictur from the same time and place be discuss on screen but director jame moll made a better effort than most at find specif or at least relev imag to go with hi subject narrat the liner note one of the mani nice featur of thi dvd indic that there is some never befor seen histor footag in the last day it s not clear which scene it is it could be one of two that i hadn t seen befor both power one is rare color footag shot by an american of pile of victim in cattl car there is someth jar someth unsettl about see the pictur in color when so much of the footag from world war ii is in black and white anoth segment show walk skeleton survivor who are so starv that they hardli look human anymor there ha been a glut of holocaust movi and i wa skeptic that a new documentari would have anyth new to say but by focus on hungarian jew dure the last day of the war moll told a specif part of the stori in a new way in greater detail and i m glad he did becaus hi care filmmak stand up well compar to other movi on the same subject the transfer to dvd is rich and beauti x mozilla statu f word for a holocaust documentari but some of the interview take place in europ in late spring when sky are blue and tree are green also the movi wa shot on mm film and not video so the rich and detail are impecc the dvd s featur are plenti and well chosen there is a theatric trailer for the movi which is a great introduct to the subject matter there are about fifti still photo both from the product crew and from the privat collect of the survivor also the disc ha two complet version of the movi widescreen and full screen both on the same side one of the more interest dvd featur is an outtak segment for each of the survivor plu one for the crew you d think outtak would be inappropri in a holocaust documentari but they re not blooper instead they are solid move segment that were probabl cut from the film onli for length one of them continu a confront that wa onli touch on lightli in the film rene fireston one of the five spoke on camera with dr han m nch a german doctor who ran the medic clinic at auschwitz fireston wa aggress question the doctor about what hi children thought the doctor wa evas and clearli uncomfort anoth of the outtak show bill basch say a prayer for hi dead friend at auschwitz he end hi prayer by say forgiv me for surviv it s ambiti to shoot a documentari on mm film it s ambiti to make it on a subject that ha satur cabl televis and movi it s ambiti to make it year after the event it cover but the last day handl all these potenti obstacl veri well it s onli fit that the dvd with it wealth of interest and relev featur would also be ambiti and success ,1,1
107,for those who associ italian cinema with fellini and high art the son s room is an invent subtl altern written by direct and star nanni moretti it take us through the slow complic path of bereav slow is the best descript for the film at first it take it time in establish the habit of what appear to be a normal happi famili father and mother both work but still find the time to support their son and daughter through homework and after school activ they laugh spend free time togeth and reprimand the kid for innoc wrong with a sigh and soft pat on the shoulder you get the feel there is open commun and uncondit love amongst the foursom but suddenli the son is found to be dead after a dive accid the famili dynam begin an unpredict descent that give the narr strength when you least expect it but can also be tri on the attent span though the film drag and even repeat itself thi can be somewhat excus as influenc by the process of griev though nanni moretti wore sever hat for thi product it doesn t come across as a vaniti piec one might wish he hadn t pick the profess of analyst for the father giovanni which he star as if onli becaus thi make hi charact s reaction so predict what save it is a well written script with spare dialogu and an eclect varieti of human interact the potenc of the film lie in the recreat of the tini detail of everyday life that alter due to the death of a close rel or that remind a depress person of loss you start to take notic of the crack dish ignor when famili bliss wa in full swing you rememb bond dure the routin jog around the block and not necessarili huge event like graduat even better are the role revers that take place within the household while giovanni and paola laura morant do check up on their daughter iren jasmin trinca there is a sens of be on autopilot not onli doe iren begin to take care of her own need more she ll make her parent breakfast in an attempt to crack their new shell to life around them these scene provid interest portray of variou cope mechan frequent cross a boundari as to how much you can help yourself versu other dure drastic unexpect chang respect gender issu never enter the pictur self propel isol is univers in term of deal so moretti intellig use thi tool to separ the famili though giovanni doe stop paolo from discuss andrea at a parti with friend there is never a sens that he or she is more stoic or more correct in the search to restor a sens of a balanc to their live most film that broach the topic of death util annoy melodrama speech and conciliatori issu to get the waterwork flow in contrast the son s room captur a more realist depict of the effect of death on a famili by gracious flow among the five stage of mourn denial depress anger bargain accept through each of it main charact it s not the most engag minut but it is certainli easi to relat to ,1,1
108,wong kar wei s fallen angel is on a pure viscer level one of the most excit film i ve seen in a long while unfortun wong seem more interest in experi with hi camera than creat tangibl charact for the audienc to root for ordinarili that alon would be enough to sink a movi but in the case of fallen angel thi is not so everi shot in thi film is excit just to look at wong doe realli interest thing with the camera but he doesn t allow the pyrotechn to complet take over as wa the case with last year dismal knock off which contain a shot of a foot enter a shoe ugh the movi follow three pair of lost soul as they struggl to find some mean in their live i can t say much more than that as i didn t realli know what wa go on most of the time in fact it wasn t until about halfway through the movi that i wa abl to distinguish between each charact the constantli move camera doesn t realli allow for the audienc to associ with ani one charact we re alway kept at a distanc from these peopl i suppos in order to further add to the feel of alien felt by the charact fallen angel is a refresh chang of pace from most hollywood film which never bother to tri anyth differ at least on a visual level in fact i d go so far as to say that fallen angel is more challeng visual than ani mainstream hollywood film i ve ever seen sure there s director like robert rodriguez who enjoy turn violenc into operat orgi of death but to see a filmmak like wong who actual assault the sens with imag is truli someth worth celebr but if wong wish to becom a legendari filmmak he need to work on incorpor an actual stori into those awesom imag there were far too mani instanc dure fallen angel in which i ask myself now who are these peopl again is thi that first coupl or the second coupl it wa imposs to keep track perhap he could let the audienc know right away which charact is which by introduc them to us with name card as in scorses s mean street that s realli besid the point though wong kar wei ha proven himself through veri few film that s he s a movi maker to watch let s just hope that he hone hi storytel skill with hi next few movi ,1,0
109,the fab of ronald reagan high are four stuck up girl play by rose mcgowan rebecca gayheart juli benz and charlott roldan who overdress like posh spice wannab their daili ritual is to parad up and down the school hall like royalti and their constant reflex action is to grab their compact so they can check their make up and powder their cheek under no circumst will they ever let themselv be seen eat in public in writer and director darren stein s jawbreak it isn t as funni as it sound in fact it isn t funni at all stein ha taken the black comedi of a teen movi like heather and strip it of ani intellig wit or charm hi actress toss off their line so fast that they don t have time to add ani emot and all of hi femal charact have consider more lipstick than brain the setup for the movi ha one of the fab liz who is refer to as the princess di of reagan high be kill when a prank by the other goe wrong the princess di refer is in bad tast as is much of the movi grant bad tast can sometim be funni but the mere presenc of bad tast doesn t guarante it liz s girlfriend stick a jawbreak that is liter larger than a golf ball in her mouth tape her mouth shut and stick her bound bodi in the trunk of a car when they open the trunk later liz is dead they eventu put her blue and bruis bodi into a sexual posit and make it look like liz wa the victim of a brutal rape these realist and disgust scene of a dead seminud teen have a pornograph feel that is hard to forget and will like turn the stomach of mani a viewer the film s dialog not onli isn t funni it s trite one nerdi young girl introduc herself with my name is fern mayo as in hold the mayo when fern discov what ha happen the fab make her an offer she can t refus make up they cake it on her and welcom her to the clan the parent in the movi brag about learn parent skill from watch oprah the teacher fare no better especi in the ridicul line they are given miss shayn pleas cover your bosom one young teacher who ha been made up to look old and ugli say without ani convict thi is a learn institut not a brothel besid the obviou question of whi thi movi wa ever made there is one other question that i d like to ask the director whi do you have a phone number start with if you go to cover the rest of the number anyway in a cameo pam grier play detect vera cruz who investig liz s murder as she interrog the other peopl she stare at them like they are all idiot prove that she is the onli one that get it i am sure that if the hard nose detect cruz were to see thi movi she d walk out after about minut and you d be well advis to do the same if you should happen to find yourself in a theater show it jawbreak run it is rate r for violenc gore profan and sex i would advis everyon to avoid it but if teenag go they should be older and matur ,0,0
110,synopsi a mental unstabl man undergo psychotherapi save a boy from a potenti fatal accid and then fall in love with the boy s mother a fledgl restauranteur unsuccess attempt to gain the woman s favor he take pictur of her and kill a number of peopl in hi way comment stalk is yet anoth in a seemingli endless string of spurn psycho get their reveng type movi which are a stabl categori in the s film industri both theatric and direct to video their prolifer may be due in part to the fact that they re typic inexpens to produc no special effect no big name star and serv as vehicl to flash nuditi allow them to frequent late night cabl televis stalk waver slightli from the norm in one respect the psycho never actual ha an affair on the contrari he s reject rather quickli the psycho typic is an ex lover ex wife or ex husband other than that stalk is just anoth redund entri doom to collect dust on video shelv and view after midnight on cabl stalk doe not provid much suspens though that is what it set out to do interspers throughout the open credit for instanc a seriou sound narrat spout statist about stalker and ponder what may caus a man to stalk it s implicitli impli that all stalker are men while pictur of a boy are shown on the screen after these credit a snapshot of actor jay underwood appear the narrat state that thi is the stori of daryl gleason and tell the audienc that he is the stalker of cours realli thi is the stori of restauranteur brook daniel if the movi wa meant to be about daryl then it should have been call stalker not stalk okay so we know who the stalker is even befor the movi start no guesswork requir stalk proce then as it begin obviou obviou obviou the open sequenc contriv quit a bit bring daryl and brook the victim togeth daryl obsess over brook follow her around and tri to woo her ultim reject by her hi plan becom more and more desper and elabor these plan includ the all time psycho in love clich the murder pet for some reason thi genr s film requir a dead pet to be found by the victim stalk stalk is no except it s a cat thi time found in the shower event like these lead to the inevit showdown between stalker and stalk where onli one surviv guess who it invari alway is and you ll guess the conclus to thi turkey stalk s cast is uniformli adequ not anyth to write home about but also not all that bad either jay underwood as the stalker turn toward melodrama a bit too much he overdo it in other word but he still manag to be creepi enough to pass as the type of stalker the stori demand maryam d abo about the onli actor close to be a star here she play the bond chick in the live daylight is equal adequ as the stalk of the titl even though she seem too ditzi at time to be a strong independ busi owner brook d abo need to be ditzi howev for the plot to proceed toward the end for exampl brook ha her suspicion about daryl to ensur he won t use it as anoth excus to see her brook decid to return a toolbox he had left at her place to hi hous doe she just leav the toolbox at the door when no one answer of cours not she tri the door open it and wander around the hous when daryl return he enter the hous of cours so our heroin is in danger somehow even though her car is park at the front of the hous right by the front door daryl is oblivi to her presenc insid the whole episod place an incred strain on the audienc s suspens of disbelief and question the valid of either charact s intellig stalk receiv two star becaus even though it is highli deriv and somewhat bore it is not so bad that it can not be watch rate r mostli for sever murder scene and brief nuditi in a strip bar it is not as offens as mani other thriller in thi genr are if you re in the mood for a good suspens film though stake out someth els ,0,0
111,jamaica is a hot vacat spot the exchang rate encourag delus of wealth approxim jamaican dollar to one american the sea is a brilliant blue the air is warm but lack humid and as tourism is unfortun jamaica s biggest trade foreign enter and leav with a sens of relax life and debt take a brassi look at life insid thi impoverish countri while normal documentari take the salli struther approach of underli scene of starv children with tear music thi film guid the viewer with a sarcast voiceov that bring the troubl home without beg tear to the surfac the voiceov is written by acclaim author jamaica kincaid it guid the audienc along a tourist s journey and the stori of the nativ inhabit instead of tell you what you are alreadi see on screen it quip you don t see what happen after you flush the toilet thi engag a viewer to see and think about devast instead of mere be told it is there thi strong spars storytel approach run throughout the film stephani black is also intellig in how she choos to disclos the problem face by the local thi isn t just anoth talk head show of peopl moan about their horribl lot in life peopl are interview from all sector of occup from field to factori as well as social theorist and the bank organ that continu to invest in the countri the varieti of discuss perpetu a compel intern dialogu with ani viewer whether they are see jamaica for the first time or not of cours as can be expect the unit state is slam owe to it involv with the intern monetari fund and the world bank offici look moron as they explain whi their plan for jamaica s economi will help the countri back on it feet but onli if they are will to follow the advic word for word the next moment we see whi and how each of these initi ha fail usual due to import be cheaper than local labor or whether or not the soil is appropri for the next agricultur trend the u s is forc on the citizen admittedli some of the back and forth between the busi mind organ and the failur they produc get repetit but it also drive home the impact ignor can have on both side of an intern argument but jamaica isn t against the unit state and thi documentari doe not accus the u s of be the sole perpetr of it grief if anyth it beg for a better understand of the natur of jamaican societi befor step in to chang it base on foreign regul ,1,1
112,a film that mean well but is too pushi in promot it belabor point and too sentiment to be compel as a drama it s jeroen krabb s melodrama about a commun of jew in antwerp in who can t forget their bitter past the heroin is an attract carefre nonreligi year old chaja fraser who want to forget her jewish root by get involv in student demonstr screw a student rebel leader and live with her gentil friend away from her nag mother s gebrecht and her self absorb eccentr father schell her parent are survivor of the holocaust concentr camp and her home life is fill with angst her mother is in denial about the past alway busi herself by cook soup and bake cake and complain about everyth while her father is more openli love but ha recent been absorb in search for two suitcas fill with memento a famili album silverwar and hi old violin he buri them in a garden dure the war while flee the nazi but can t locat them now due to all the chang in the citi out of frustrat after quit her job as a dishwash and face evict from her apart she reluctantli accept a job as a nanni with an hasid coupl that an old man in her parent apart build mr apfelschnitt topol tell her about the hasid are ultra orthodox they don t go to the cinema or watch tv adher to strict dress code and strictli observ their religi law chaja is at first put off by the way they expect her to follow their rule but soon find the wife mr kalman rossellini to be kind and she becom attach to one of her children a year old name simcha monti who doesn t talk the stern mr kalman krabb is not friendli to her and consid her to be a whore becaus of the way she dress to hammer home the point of how anti semit hasn t gone away there s a barrag of overdon and uninvolv scene with a sneer concierg bradley who keep make nasti remark about jew and tri to make thing inconveni for them by prevent the jewish famili from use the elev the film is done in by it ham fist script as the stori adapt from carl friedman s book the shovel and the loom goe from one fals note to anoth until it get lost in all the goo of it sentiment it start off tell chaja s stori of how she s a lost jewess tri to find her ident then to her nanni role as she love a mute child stuck in an insul environ and then it make it a stori about the linger effect of the bitter past that can t be forgotten the effort seem heavi hand as the film kept deliv too mani obviou messag that it ponder kept deliv through the stock charact the support cast consist of all wooden charact who give their role a cartoonish flavor chaja s parent are given no human shade while the janitor villain wa a particularli annoy role that wa one dimension and fals act the onli one who fought through the script and show some feel were fraser whose effervesc face wa express of both the tri time she wa go through and the joy she felt but most admir show how she could be so mistaken as to think that she could forget her root while rossellini gave a warm perform of a woman suffer in silenc but is strong in accept her faith topol s reassur perform as the wise man who say all the right thing to fraser act as the true voic of the filmmak in explain all the suffer with common sens the film brazenli use littl simcha to get across it agenda of point out how the patriarch world can be cruel when it can t love it start out by show how under chaja s love care he s taken to the duck pond and soon start jabber away begin by say quack quack and then go on to ask the four question dure a passov seder but by show how the boy is so terrifi of hi strict father that he wet hi pant in hi presenc refus to speak becaus of hi stern dad and eventu becom the victim of a tragic accid the film therebi exploit the boy s suffer and hi stori just becom tiresom and not sincer done i felt i didn t just see a movi but i attend a lectur for the whole minut of thi seriou but unappet stori it wa the kind of movi that you hope would somehow end soon as it seem to be in the habit of rehash it same viewpoint unnecessarili the messag it keep send wa alreadi receiv in the last shot where father and daughter are hopelessli dig for the lost luggag one ha the impress that no one in the film learn anyth about themselv or the past that seem strang sinc i thought that wa what thi film wa suppos to be about unless i wa mistaken and the film s real aim wa to make us cri over simcha ,0,1
113,contact is the movi i ve seen the most five time to be exact four of those time were on the big screen but even on a tv it s a veri impress film the same can t be said for film like independ day but that s becaus contact is a rare exampl in sci fi filmmak where the stori is treat more importantli than the special effect and all of us know look back that id didn t offer much outsid of some one time delight eye candi contact s wonder present stori deal with elli arroway jodi foster a radio astronom whose prefer of studi involv the outdat techniqu of mere listen to sound out in space her interest in the field of astronomi develop at a veri young age encourag by her love father ted david mors who let elli use a small ham radio to pick up on frequenc and commun with peopl as far away as pensacola fl that wa of cours befor the day of internet chat room while everyon els use modern technolog to aid them in the search for extra terrestri intellig of which the program seti is an acronym for elli prefer to pop on a pair of headphon and see what she can pick up on keep the youth magic and intrigu strongli aliv elli s strong scientif basi essenti make her an atheist a belief like influenc by the death of her father while she wa still quit young in puerto rico she meet palmer joss matthew mcconaughey a writer examin the effect of technolog on the world s overal happi a one time seminari student who describ himself as a man of the cloth without the cloth despit the vast differ in opinion regard a suprem be elli and palmer hit it off and even take the time to sleep togeth it s a weak and hurri relationship but director zemecki need it to add to the plot later on meanwhil dr david drumlin tom skerritt who ha author over seti but find the program a frivol wast of time and money is readi to pull the plug on ani and all seti fund thi leav the passion elli search for new sponsor eventu find a setup in new mexico and leav palmer with no explan and onli a one night stand to rememb it is in thi nm citi where sever month later elli final pick up on a strong signal from outer space perhap the most profound discoveri in the histori of scienc when the signal is close examin mani new develop spring up and befor long drumlin is step in to take over the oper he onc scof at eventu it is conclud that inform in the signal may be blueprint for a transport devic use to teleport an earthl to vega where the signal seem to have origin the media swarm fanat go further off the deep end scientist clamor for new inform politician huddl in discuss of appropri action to take and presid are morph into a celluloid realiti rememb when zemecki couldn t get enough of thi in forrest gump as if that weren t enough elli s discoveri lead her to the nation s capit where she again run into palmer contact is base on the novel by carl sagan and deal heavili with the subject of scienc vs religion the impress thing is how well both aspect are present with no sign of bia argument for both side are intellig solid and thought provok when palmer join a select committe to choos an ambassador to vega of which elli is a lead candid person convict play a more import role than love interest the question is can a person who doesn t believ in god truli be the best repres of earth when of the planet doe believ in a higher power even when the film wrap up it s uncertain whether it s meant to play as an advoc for religion scienc both or even neither and in our modern day societi where right and wrong is onli opinion at least speak polit correctli the ambigu is an incent don t get me wrong as much as it sound like it contact isn t mere a theolog class roll into a reel of film it s a highli enjoy two and a half hour despit it seemingli heavi issu it s not a tediou undertak to watch thi film the special effect are outstand though warn highli depreci on the small screen even so some of the subtl visual effect that will like go unnot by mani are even more impress than one more recogniz as sci fi the storytel is rich and complet and although there are moment in the film that feel quit pretenti and at time even hokey it s easili one of the best film and one of the best sci fi film i ve ever seen thi is zemecki best sinc back to the futur and for those of us who actual know that forrest gump wa astronom overr zemecki now ha real reason to boast ,1,1
114,the saint wa actual a littl better than i expect it to be in some way in thi theatric remak of the televis seri the saint and it seri sequel the return of the saint val kilmer play simon templar an elus thief who make a live by steal thing from other for other thi movi close resembl a jame bond flick it ha the classic bond symbol a man who can do just about anyth and get away with it a woman whom the man persu a villain out to achiev someth for himself who kill anyon to reach thi goal kilmer actual provid a rather good role in thi movi although at time you are left to ponder how he actual get out of the mani tight situat the movi begin in hi childhood in a strict school run by cathol priest as a young boy kilmer s charact enjoy magic and would often journey away from hi schoolwork that is until hi school teacher find him read a book and demand that the young boy proclaim hi name that of a cathol saint he refus to do so and instead announc who he wish to be thi lead to a devest mistak which is someth that will stay in hi mind throughout hi life kilmer s first mission that we are shown is to steal a microchip from ivan tretiak play by rade serbedzija dure a press confer he must make hi way into a heavili guard vault area avoid guard camera and mani other potenti obstacl onc hi mission is complet and he is safe home the fee is paid when he log into hi bank account and find that he is onli a few million dollar short of million he decid to carri out onli one more mission then retir dr emma russel portray by elisabeth shue ha discov a way to produc energi by way of cold fusion thi new advanc would chang the world and save thousand of live in the area of russia where million are without heat and are freez to death the onli problem is tretiak would like to have thi for himself and use it to gain power amongst the peopl thi present the option for kilmer to achiev hi goal tretiak hire him to steal the equat small piec of paper from shue one of the enjoy featur in the film is the disguis that kilmer dawn to complet hi mission they are veri convinc not onli to the charact in the movi but to us kilmer util one such disguis to lure shue s charact into get to know him even more which would provid him a mean of steal the energi formula when the two meet and end up have a sensual experi kilmer s charact is seemingli fall in love with emma russel as she is fall in love with kilmer s alter ego a travel artist yet he must reach hi goal of million which requir him to steal the energi formula put hi feel asid shue s charact is eventu abl to track down simon templar by put the piec the name of the cathol saint togeth someth no one els is abl to do when she find him they are left to team up and reclaim the energi formula from tretiak the saint is veri action pack with few slow point the sound wa veri well done and ad to the mani intens moment along the cours of the movi there are even a few although brief moment of comedi these moment are almost alway thank to kilmer s extran veri convinc disguis and person all in all a rather enjoy movi with nearli non stop action ,1,0
115,plot set in the futur a courier ha upload some data into a hard drive that resid in hi head and must now escap the bad guy who are after that veri import inform sinc he overload hi hard drive he s also race against the clock befor the inform seep into hi brain and kill him critiqu incoher bore one act drivel with no suspens horribl unbeliev futurist environ bad dialogu career defin bad act by keanu reev and a hilari end it s too bad becaus the premis of the film wa interest but unfortun for my friend and i thi movi turn out to be just as bad as everyon had warn us it s one of those film that make you start laugh half way through when you realiz that most of the actor in it suck the locat shot are film in dark junkyard type area which they would like to have us believ to be futurist whatev and all the set look like well set there is also absolut no arc to thi stori it basic start off with keanu upload info into hi brain and then a bunch of folk chase him from place to place until a laughabl end put a stop to the former unev proceed gibson should stick to write novel and x file episod sinc hi segu into the paranorm tv seri wa much more entertain than ani of thi garbag some other hilar of thi film includ dolph lundgren as some futurist jesu charact whose suppos to kick ass henri rollin as a pump up cyber doctor or someth and ice t as some kind of a hobo dude with paint all over hi face don t ask the end is the funniest with some robot dolphin and a stupid ghost ladi from insid the comput do some stuff that no one realli care about by that point i m asham to say thi film wa shot in my hometown of montreal canada but sadli enough for us all it wa some of the cyber travel special effect were okay henc the but overal it s one of those bad movi that s just funni to watch and cring at thank for keanu he redeem hi sci fi career with s the matrix it s too bad that he ha yet to redeem hi lack of act talent littl known fact about thi film and it star as of director robert longo never direct anoth full featur film hmmm now isn t that odd writer william gibson immigr from the us to canada in after be reject for the draft he live in toronto at first but sinc ha made vancouv hi home hi novel neuromanc and it sequel s count zero and s mona lisa overdr are gener consid to be the definit work of the cyberpunk scienc fiction sub genr thi film garner keanu reev a nomin in the worst actor categori in the razzi award ,0,0
